"관리번호","자치구","와이파이명","도로명주소","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","Y좌표","X좌표","작업일자"
"DB040002","도봉구","쌍문4동","노해로57길 19-11 메이저빌 앞 한전주","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64336","127.030624","2026-09-08 03:00:12.988"
"DB040003","도봉구","쌍문4동","노해로217","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.651077","127.03237","2026-09-08 03:00:12.988"
"DB040004","도봉구","쌍문4동","시루봉로 62","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.656376","127.02795","2026-09-08 03:00:12.988"
"DB040006","도봉구","쌍문4동","방학3동 306-17(발바닥공원)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.660206","127.03473","2026-09-08 03:00:12.988"
"DB040009","도봉구","쌍문4동","쌍문1동 산 82번지일대 정의여고 뒤 체육시설 밀집지역(둘리근린공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.65303","127.02904","2026-09-08 03:00:12.988"
"DB040010","도봉구","쌍문4동","시루봉로2길 62 미라보아파트 정문 근처","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.655533","127.03127","2026-09-08 03:00:12.988"
"DB040011","도봉구","쌍문4동","시루봉로6길 53","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.659187","127.0297","2026-09-08 03:00:12.988"
"DB040012","도봉구","쌍문4동","해등로 218 금호아파트 앞","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.65811","127.03292","2026-09-08 03:00:12.988"
"DB040013","도봉구","쌍문4동","노해로57길 94 창경초교 정문옆쪽 정자앞 사거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.655308","127.03453","2026-09-08 03:00:12.988"
"DB040014","도봉구","창4동","창1동 산177 (초안산 세대공감 공원_창골어린이공원옆)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.64388","127.02976","2026-09-08 03:00:12.988"
"DB040015","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040016","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040017","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040018","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040019","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040020","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040021","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB040022","도봉구","쌍문4동(주민센터)","도봉구 시루봉로 62-7 쌍문4동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656418","127.02834","2026-09-08 03:00:12.988"
"DB050001","도봉구","방학1동","도당로 113 대로변 건너편 가로수 옆","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.666874","127.03908","2026-09-08 03:00:12.988"
"DB050002","도봉구","방학1동","도당로27길 48 명품부동산 앞 전주","2. 전통시장","자치구","공공Wifi","자가망","2020","실외","37.669456","127.041016","2026-09-08 03:00:12.988"
"DB050003","도봉구","방학1동","도봉로152가길 10 방학2번출구 돼지한마리 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.669533","127.04441","2026-09-08 03:00:12.988"
"DB050004","도봉구","방학1동","도봉로152길 15 금강상운(렉시온오피스텔) 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66947","127.04493","2026-09-08 03:00:12.988"
"DB050005","도봉구","방학1동","도봉로154길 6-13","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.670483","127.04448","2026-09-08 03:00:12.988"
"DB050006","도봉구","방학1동","방학1동 717-1(금성윗들 소공원)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66771","127.04467","2026-09-08 03:00:12.988"
"DB050007","도봉구","방학1동","마들로 646(삼성래미안 108동, 횡단보도 방향)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.666058","127.04627","2026-09-08 03:00:12.988"
"DB050009","도봉구","방학1동","도봉로150다길 42 자건거보관대 옆","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66806","127.045006","2026-09-08 03:00:12.988"
"DB050010","도봉구","방학1동","도봉로151길 14","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66861","127.04262","2026-09-08 03:00:12.988"
"DB050012","도봉구","방학1동","도당로27길 12","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.667843","127.04094","2026-09-08 03:00:12.988"
"DB050013","도봉구","방학1동","도당로 133","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.667294","127.04097","2026-09-08 03:00:12.988"
"DB050014","도봉구","쌍문3동","도봉로113길 16 신신약국앞 전주","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.662613","127.0421","2026-09-08 03:00:12.988"
"DB050015","도봉구","창4동","창1동 산184-5 (초안산 세대공감 공원_정자뒤)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.662968","127.04217","2026-09-08 03:00:12.988"
"DB050016","도봉구","창4동","창1동 산184-5 (초안산 세대공감 공원_화장실앞)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.662994","127.042816","2026-09-08 03:00:12.988"
"DB050017","도봉구","창4동","창1동 산184-5 (초안산 세대공감 공원_정문입구)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.66255","127.042755","2026-09-08 03:00:12.988"
"DB050018","도봉구","방학1동","도봉구 방학동 681-13(사슴어린이공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.664642","127.04168","2026-09-08 03:00:12.988"
"DB0600013","도봉구","방학2동","시루봉로 191-1","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.66651","127.03196","2026-09-08 03:00:12.988"
"DB060002","도봉구","방학2동","시루봉로 219(GS25편의점 앞)","1. 주요거리","자치구","공공Wifi","자가망","2021","실외","37.6681","127.03433","2026-09-08 03:00:12.988"
"DB070001","도봉구","방학3동","해등로32길 8 우성아파트 101동 좌측 초당초교 사잇길","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.657543","127.02278","2026-09-08 03:00:12.989"
"DB070002","도봉구","방학3동","방학로15길26 김수영문학관","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66021","127.02425","2026-09-08 03:00:12.989"
"DB070003","도봉구","방학3동","방학로15길5 청수한방삼계탕 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.661373","127.02442","2026-09-08 03:00:12.989"
"DB070004","도봉구","방학3동","도당로 11길 5-(뒷마을어린이공원 옆CCTV)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66464","127.03396","2026-09-08 03:00:12.989"
"DB090001","도봉구","창2동","창2동 624-16 (다람쥐 어린이 공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2021","실외","37.645203","127.034935","2026-09-08 03:00:12.989"
"DB090002","도봉구","창2동","도봉로106길13","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64472","127.03354","2026-09-08 03:00:12.989"
"DB090003","도봉구","창2동","도봉로110길 12 KT도봉지사 사거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64624","127.03443","2026-09-08 03:00:12.989"
"DB090004","도봉구","창2동","덕릉로63가길 50","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.643024","127.03791","2026-09-08 03:00:12.989"
"DB090005","도봉구","창2동","덕릉로59길16 T월드 핸폰가게 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.6405","127.03877","2026-09-08 03:00:12.989"
"DB090006","도봉구","창2동","도봉로 484 쌍문역 2번출구","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64774","127.034424","2026-09-08 03:00:12.989"
"DB090007","도봉구","창2동","창동 산139-7(초안산근린공원 등산로 입구)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.64485","127.04104","2026-09-08 03:00:12.989"
"DB090008","도봉구","창2동","덕릉로63길 20-13 창림초등학교 근처","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.642918","127.04111","2026-09-08 03:00:12.989"
"DB090009","도봉구","창2동","덕릉로53길 16 공원입구","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.63821","127.03661","2026-09-08 03:00:12.989"
"DB090010","도봉구","창2동","덕릉로 53길 54 한신빌라 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.639538","127.03495","2026-09-08 03:00:12.989"
"DB100003","도봉구","창4동","창1동 산157번지 (초안산 근린공원 1)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.641125","127.04071","2026-09-08 03:00:12.989"
"DB100004","도봉구","창3동","덕릉로58길 3-4 맞은편","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.63913","127.0391","2026-09-08 03:00:12.989"
"DB100005","도봉구","창3동","창동 703-16(우이3교 교차로)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.63709","127.03654","2026-09-08 03:00:12.989"
"DB100006","도봉구","창3동","덕릉로54길45","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.636093","127.03814","2026-09-08 03:00:12.989"
"DB100007","도봉구","창3동","우이천로 156","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.634544","127.03863","2026-09-08 03:00:12.989"
"DB100008","도봉구","창3동","우이천로 138","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.63324","127.039505","2026-09-08 03:00:12.989"
"DB100010","도봉구","창3동","덕릉로60길 135-70","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.634804","127.04352","2026-09-08 03:00:12.989"
"DB100011","도봉구","창3동","덕릉로60길 109-64 신창초교 뒤 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.63581","127.042984","2026-09-08 03:00:12.989"
"DB100012","도봉구","창3동","창3동 산 203-4번지일대 창3동 주민센터 옆 생태연못","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.63747","127.04289","2026-09-08 03:00:12.989"
"DB100013","도봉구","창3동","창3동 산 199번지일대 창3동 주민센터 뒤 공원","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.63794","127.043205","2026-09-08 03:00:12.989"
"DB100014","도봉구","창4동","창1동 산157번지 (초안산 근린공원 5)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.637276","127.03581","2026-09-08 03:00:12.989"
"DB100016","도봉구","창3동","창3동 504-21","3. 공원(하천)","자치구","공공Wifi","자가망","2021","실외","37.63339","127.04137","2026-09-08 03:00:12.989"
"DB100017","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100018","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100019","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100020","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100021","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100022","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB100023","도봉구","창3동(주민센터)","도봉구 덕릉로62길 89 창3동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.638073","127.04282","2026-09-08 03:00:12.989"
"DB110001","도봉구","창4동","노해로 70길 119 월천초교","1. 주요거리","자치구","공공Wifi","자가망","2021","실외","37.646202","127.05305","2026-09-08 03:00:12.989"
"DB110003","도봉구","창4동","덕릉로 376 녹천역 1번출구 정류장 의자옆","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.645813","127.05058","2026-09-08 03:00:12.989"
"DB110004","도봉구","창4동","노해로66길 60 창일중 후문쪽 창동주공아파트 321동앞 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.649277","127.04612","2026-09-08 03:00:12.989"
"DB110005","도봉구","창4동","창1동 368(밤골어린이공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.6487","127.045815","2026-09-08 03:00:12.989"
"DB110006","도봉구","창4동","창1동 산157번지 (초안산 근린공원 4)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.648293","127.04626","2026-09-08 03:00:12.989"
"DB110007","도봉구","창4동","창1동 산156-4(초안산근린공원, 서울가든아파트 105동 뒤)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.647106","127.045364","2026-09-08 03:00:12.989"
"DB110008","도봉구","창4동","해등로 71 금호빌라 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64988","127.04177","2026-09-08 03:00:12.989"
"DB110009","도봉구","창4동","해등로45 창1동 치안센터 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.648094","127.04347","2026-09-08 03:00:12.989"
"DB110010","도봉구","창4동","창동 산144번지 초안산 야생화원 입구","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.64729","127.04343","2026-09-08 03:00:12.989"
"DB110011","도봉구","창4동","창동 산144번지 초안산 야생화원 안쪽","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.646896","127.04357","2026-09-08 03:00:12.989"
"DB110012","도봉구","창4동","노해로66길 60 창동레미안 111동 입구","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.648563","127.04798","2026-09-08 03:00:12.989"
"DB110013","도봉구","창4동","노해로 66길 95 창일초교","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.646996","127.04864","2026-09-08 03:00:12.989"
"DB110014","도봉구","창4동","창1동 산 133번지일대 창림초교 뒤 운동시설 주변","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.644325","127.04178","2026-09-08 03:00:12.989"
"DB110015","도봉구","창4동","덕릉로315(도봉문화정보도서관 삼거리)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.644356","127.044395","2026-09-08 03:00:12.989"
"DB110016","도봉구","창4동","창1동 산 167-1번지일대 주공4단지 내 공원","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.645046","127.04938","2026-09-08 03:00:12.989"
"DB110017","도봉구","창4동","덕릉로 358 녹천지하차도앞 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.6453","127.04897","2026-09-08 03:00:12.989"
"DB110018","도봉구","창4동","창1동 산 51-3번지일대 중흥S클래스 뒷편(평화방수 주변)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.64779","127.03956","2026-09-08 03:00:12.989"
"DB110019","도봉구","창4동","창동 산24번지 초안산근린1","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.649036","127.03942","2026-09-08 03:00:12.989"
"DB110020","도봉구","창4동","노해로 264 프로모터스 맞은편","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.65135","127.03771","2026-09-08 03:00:12.989"
"DB110022","도봉구","창4동","마들로 556 순복음 한성교회앞 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66065","127.049","2026-09-08 03:00:12.989"
"DB110023","도봉구","창4동","성화택시 정문 앞(방학725교에서 3번째 한전주)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.66103","127.05037","2026-09-08 03:00:12.989"
"DB110024","도봉구","창4동","마들로16길 20(한성라비앙 앞)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66147","127.04809","2026-09-08 03:00:12.989"
"DB110025","도봉구","창4동","마들로 579-19","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.662025","127.04488","2026-09-08 03:00:12.989"
"DB110027","도봉구","창4동","마들로16길 20(한성라비앙 앞)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66164","127.047516","2026-09-08 03:00:12.989"
"DB110028","도봉구","창4동","노해로 69길 151 청아유치원","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.659378","127.04975","2026-09-08 03:00:12.989"
"DB110029","도봉구","창4동","마들로13길 84(아우르네 앞)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.654083","127.04803","2026-09-08 03:00:12.989"
"DB110030","도봉구","창4동","마들로13길 70(농협하나로마트 앞, 환승주차장)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.655415","127.049866","2026-09-08 03:00:12.989"
"DB110031","도봉구","창4동","노해로69길 25","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.653362","127.05072","2026-09-08 03:00:12.989"
"DB110034","도봉구","창4동","창동 산24번지 초안산근린1(유아숲체험장2_삼양맨션쪽 입구)","3. 공원(하천)","자치구","공공Wifi","자가망","2021","실외","37.64898","127.03907","2026-09-08 03:00:12.989"
"DB110036","도봉구","창4동","도봉구 창동 38-4(대창어린이공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2021","실외","37.644558","127.05225","2026-09-08 03:00:12.989"
"DB110037","도봉구","창1동","도봉구 창동 381(창골어린이공원)","3. 공원(하천)","자치구","공공Wifi","자가망","2021","실외","37.643265","127.04853","2026-09-08 03:00:12.989"
"DB120002","도봉구","창5동","노해로 341(창동이마트 사거리)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.6514","127.046455","2026-09-08 03:00:12.989"
"DB120003","도봉구","창5동","노해로63길 84","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.6528","127.046555","2026-09-08 03:00:12.989"
"DB120004","도봉구","창5동","해등로 109 창원초교 한국유통 농축산물 유통센타 맞은편","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.6535","127.04099","2026-09-08 03:00:12.989"
"DB120005","도봉구","창5동","도봉로126길 16 고은머리 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.652786","127.03826","2026-09-08 03:00:12.989"
"DB120006","도봉구","창5동","노해로61길 3-3","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.65186","127.03735","2026-09-08 03:00:12.989"
"DB120007","도봉구","창5동","해등로 103 창원초교 정문오른쪽 큰 사거리앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.65175","127.041435","2026-09-08 03:00:12.989"
"DB120008","도봉구","창5동","도봉로552(도봉구민회관)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.654404","127.03884","2026-09-08 03:00:12.989"
"DB120009","도봉구","창5동","해등로 139 미소애 APT 입구 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.65554","127.04069","2026-09-08 03:00:12.989"
"DB120010","도봉구","창5동","도봉로 610 국민은행 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.659027","127.0418","2026-09-08 03:00:12.989"
"DB120011","도봉구","창5동","도봉로140길 14 한신목재 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.660923","127.042755","2026-09-08 03:00:12.989"
"DB120012","도봉구","창5동","플로렌스빌 앞 한전주(도봉로 642-16)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.66183","127.0433","2026-09-08 03:00:12.989"
"DB120013","도봉구","창5동","도봉로134길 12-6","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.656975","127.040565","2026-09-08 03:00:12.989"
"DB120014","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120015","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120016","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120017","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120018","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120019","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120020","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB120021","도봉구","창5동(주민센터)","도봉구 도봉로136나길 20 창5동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.656216","127.04349","2026-09-08 03:00:12.989"
"DB130001","도봉구","도봉1동","도당로31길 70","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.67045","127.04296","2026-09-08 03:00:12.989"
"DB130003","도봉구","도봉1동","도봉로 795-10 세울센스빌","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.675503","127.04405","2026-09-08 03:00:12.989"
"DB130005","도봉구","도봉1동","도봉로173다길 1 도봉초교 정문 왼쪽옆 삼거리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.67876","127.03815","2026-09-08 03:00:12.989"
"DB130006","도봉구","도봉1동","도봉로169가길 66","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.682877","127.04346","2026-09-08 03:00:12.989"
"DB130007","도봉구","도봉1동","도봉로177길 54","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.682762","127.04398","2026-09-08 03:00:12.989"
"DB130008","도봉구","도봉1동","도봉로181가길 29 미래마트 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.682602","127.04521","2026-09-08 03:00:12.989"
"DB130009","도봉구","도봉1동","도봉로 883-10","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.683247","127.0454","2026-09-08 03:00:12.989"
"DB130010","도봉구","도봉1동","도봉로181길 13","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.683872","127.04539","2026-09-08 03:00:12.989"
"DDM190020","동대문구","중랑천","장안벚꽃로","3. 공원(하천)","자치구","공공WiFi","임대망","2019","실외","37.582535","127.07436","2026-09-08 03:00:12.995"
"DB130011","도봉구","도봉1동","도봉산4나길 41(새동네마트에서 백운대교회 사잇길)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.688652","127.04452","2026-09-08 03:00:12.989"
"DB130012","도봉구","도봉1동","서울특별시 도봉구 도봉동 279-14만남의광장앞)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.688812","127.04542","2026-09-08 03:00:12.989"
"DB130013","도봉구","도봉1동","도봉산4길 28-24","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.6888","127.043884","2026-09-08 03:00:12.989"
"DB130014","도봉구","도봉1동","도봉로171길 50 빌라앞 전주","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.693707","127.04304","2026-09-08 03:00:12.989"
"DB130015","도봉구","도봉1동","도봉로191길","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.690468","127.04346","2026-09-08 03:00:12.989"
"DB130016","도봉구","도봉1동","도봉로191길 73","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.69035","127.04114","2026-09-08 03:00:12.989"
"DB130017","도봉구","도봉1동","도봉로191길 88-94","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.690033","127.03962","2026-09-08 03:00:12.989"
"DB130018","도봉구","도봉1동","도봉산4나길 19 통나무음식점 앞","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.688217","127.043625","2026-09-08 03:00:12.989"
"DB130019","도봉구","도봉1동","도봉산4길 4-15 참숯생오리식당","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.687523","127.04334","2026-09-08 03:00:12.989"
"DB130020","도봉구","도봉1동","서울특별시 도봉구 도봉산길 43(공용도봉산 주차장앞)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.68667","127.03882","2026-09-08 03:00:12.989"
"DB130021","도봉구","도봉1동","도봉동 415-1(도봉산 수변무대 건너편 화장실 계단 아래)","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.686653","127.03811","2026-09-08 03:00:12.989"
"DB130022","도봉구","도봉1동","도봉로181길 110 서원내다리","1. 주요거리","자치구","공공Wifi","자가망","2020","실외","37.686386","127.04104","2026-09-08 03:00:12.989"
"DB130023","도봉구","도봉1동","도봉로177길 114","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.68486","127.04183","2026-09-08 03:00:12.989"
"DB130024","도봉구","도봉1동","도봉로177길88","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.68392","127.042435","2026-09-08 03:00:12.989"
"DB130025","도봉구","도봉1동","도봉로 851","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.680447","127.044624","2026-09-08 03:00:12.989"
"DB130026","도봉구","도봉1동","도봉로169길 57(대성슈퍼 앞)","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.679134","127.04262","2026-09-08 03:00:12.989"
"DB130027","도봉구","도봉1동","도봉로169길97","3. 공원(하천)","자치구","공공Wifi","자가망","2020","실외","37.678436","127.040535","2026-09-08 03:00:12.99"
"DB130028","도봉구","도봉1동(주민센터)","도봉구 도봉로169나길 22 도봉1동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.67866","127.043365","2026-09-08 03:00:12.99"
"DB130029","도봉구","도봉1동(주민센터)","도봉구 도봉로169나길 22 도봉1동 주민센터","7-2-3. 공공 - 동주민센터","자치구","공공Wifi","자가망","2023","실내","37.67866","127.043365","2026-09-08 03:00:12.99"
